,label,dim_0,dim_1,layer,fold,text,iteration
1559,London,27.57179832458496,11.908501625061035,output,dev,What is the capital and largest city of england,480
1560,Rouble,-3.821481227874756,4.0584588050842285,average,dev,What 's the currency in russia,480
1561,Rouble,-33.551841735839844,11.13167667388916,output,dev,What 's the currency in russia,480
1562,Pound,0.889920175075531,4.168108940124512,average,dev,What 's the currency in england,480
1563,Pound,-2.3065710067749023,-1.3191311359405518,output,dev,What 's the currency in england,480
1564,Moscow,-4.287841320037842,-1.2060824632644653,average,dev,What 's the capital of russia,480
1565,Moscow,-8.713242530822754,23.531349182128906,output,dev,What 's the capital of russia,480
1566,London,0.42356014251708984,-1.096432089805603,average,dev,What 's the capital of england,480
1567,London,29.57859230041504,12.653514862060547,output,dev,What 's the capital of england,480
1568,Rouble,-5.099855422973633,4.0864787101745605,average,train,What is this currency of russia,490
1569,Rouble,-38.76021957397461,13.17175006866455,output,train,What is this currency of russia,490
1570,Pound,-0.3795090913772583,4.19675350189209,average,train,What is this currency of england,490
1571,Pound,-4.413504600524902,-0.9961690902709961,output,train,What is this currency of england,490
1572,Moscow,-4.680655479431152,-0.25688934326171875,average,train,What is this capital of russia,490
1573,Moscow,-13.738170623779297,23.08279800415039,output,train,What is this capital of russia,490
1574,London,0.03969132900238037,-0.1466144323348999,average,train,What is this capital of england,490
1575,London,26.16292953491211,11.919689178466797,output,train,What is this capital of england,490
1576,Rouble,-4.712090969085693,3.7335238456726074,average,train,What 's russia 's currency,490
1577,Rouble,-39.21892547607422,13.521062850952148,output,train,What 's russia 's currency,490
1578,Pound,0.008255744352936745,3.8437986373901367,average,train,What 's england 's currency,490
1579,Pound,-4.5129899978637695,-0.8581288456916809,output,train,What 's england 's currency,490
1580,Moscow,-4.292890548706055,-0.6098442077636719,average,train,What 's russia 's capital,490
1581,Moscow,-11.484075546264648,24.62427520751953,output,train,What 's russia 's capital,490
1582,London,0.4274560809135437,-0.4995694160461426,average,train,What 's england 's capital,490
1583,London,28.33399200439453,13.430471420288086,output,train,What 's england 's capital,490
1584,Rouble,-3.8017780780792236,4.996216773986816,average,dev,What currency is used in russia,490
1585,Rouble,-34.79336166381836,11.390569686889648,output,dev,What currency is used in russia,490
1586,Pound,0.9185684323310852,5.106492042541504,average,dev,What currency is used in england,490
1587,Pound,-3.0760138034820557,-1.230898141860962,output,dev,What currency is used in england,490
1588,Moscow,-4.265975475311279,-0.2742321491241455,average,dev,What is the capital and largest city of russia,490
1589,Moscow,-11.471040725708008,23.07457733154297,output,dev,What is the capital and largest city of russia,490
1590,London,0.45437121391296387,-0.16395723819732666,average,dev,What is the capital and largest city of england,490
1591,London,27.834117889404297,12.00502872467041,output,dev,What is the capital and largest city of england,490
1592,Rouble,-3.8303756713867188,4.05942440032959,average,dev,What 's the currency in russia,490
1593,Rouble,-33.9420051574707,11.213479995727539,output,dev,What 's the currency in russia,490
1594,Pound,0.8899708390235901,4.169699668884277,average,dev,What 's the currency in england,490
1595,Pound,-2.3720815181732178,-1.3212777376174927,output,dev,What 's the currency in england,490
1596,Moscow,-4.294572830200195,-1.2110246419906616,average,dev,What 's the capital of russia,490
1597,Moscow,-8.760238647460938,23.714637756347656,output,dev,What 's the capital of russia,490
1598,London,0.42577362060546875,-1.1007497310638428,average,dev,What 's the capital of england,490
1599,London,29.840986251831055,12.735468864440918,output,dev,What 's the capital of england,490
1600,Rouble,-5.1134819984436035,4.081845760345459,average,train,What is this currency of russia,500
1601,Rouble,-39.216590881347656,13.27893352508545,output,train,What is this currency of russia,500
1602,Pound,-0.38437139987945557,4.192678928375244,average,train,What is this currency of england,500
1603,Pound,-4.50609016418457,-1.000779151916504,output,train,What is this currency of england,500
1604,Moscow,-4.690463066101074,-0.2657705545425415,average,train,What is this capital of russia,500
1605,Moscow,-13.809283256530762,23.28680992126465,output,train,What is this capital of russia,500
1606,London,0.03864789009094238,-0.15493762493133545,average,train,What is this capital of england,500
1607,London,26.415420532226562,12.02587890625,output,train,What is this capital of england,500
1608,Rouble,-4.719785690307617,3.735342025756836,average,train,What 's russia 's currency,500
1609,Rouble,-39.629154205322266,13.609040260314941,output,train,What 's russia 's currency,500
1610,Pound,0.009324898943305016,3.846174955368042,average,train,What 's england 's currency,500
1611,Pound,-4.586287975311279,-0.8664613366127014,output,train,What 's england 's currency,500
1612,Moscow,-4.296766757965088,-0.6122744083404541,average,train,What 's russia 's capital,500
1613,Moscow,-11.541502952575684,24.791912078857422,output,train,What 's russia 's capital,500
1614,London,0.4323442280292511,-0.501441478729248,average,train,What 's england 's capital,500
1615,London,28.581920623779297,13.503565788269043,output,train,What 's england 's capital,500
1616,Rouble,-3.812235116958618,4.994569778442383,average,dev,What currency is used in russia,500
1617,Rouble,-35.20344543457031,11.477133750915527,output,dev,What currency is used in russia,500
1618,Pound,0.9168756008148193,5.10540246963501,average,dev,What currency is used in england,500
1619,Pound,-3.1586129665374756,-1.2323174476623535,output,dev,What currency is used in england,500
1620,Moscow,-4.274198055267334,-0.2816206216812134,average,dev,What is the capital and largest city of russia,500
1621,Moscow,-11.527226448059082,23.266382217407227,output,dev,What is the capital and largest city of russia,500
1622,London,0.45491254329681396,-0.17078769207000732,average,dev,What is the capital and largest city of england,500
1623,London,28.09225082397461,12.098543167114258,output,dev,What is the capital and largest city of england,500
1624,Rouble,-3.8386592864990234,4.060256004333496,average,dev,What 's the currency in russia,500
1625,Rouble,-34.32010269165039,11.291221618652344,output,dev,What 's the currency in russia,500
1626,Pound,0.8904513716697693,4.171089172363281,average,dev,What 's the currency in england,500
1627,Pound,-2.435612678527832,-1.3237742185592651,output,dev,What 's the currency in england,500
1628,Moscow,-4.300622463226318,-1.215933918952942,average,dev,What 's the capital of russia,500
1629,Moscow,-8.795058250427246,23.890945434570312,output,dev,What 's the capital of russia,500
1630,London,0.4284883737564087,-1.1051009893417358,average,dev,What 's the capital of england,500
1631,London,30.101423263549805,12.814562797546387,output,dev,What 's the capital of england,500
1632,Rouble,-5.126985549926758,4.077420711517334,average,train,What is this currency of russia,510
1633,Rouble,-39.66554641723633,13.383852005004883,output,train,What is this currency of russia,510
1634,Pound,-0.389542818069458,4.188803672790527,average,train,What is this currency of england,510
1635,Pound,-4.5996994972229,-1.0051910877227783,output,train,What is this currency of england,510
1636,Moscow,-4.70035982131958,-0.2742960453033447,average,train,What is this capital of russia,510
1637,Moscow,-13.886722564697266,23.48685073852539,output,train,What is this capital of russia,510
1638,London,0.037082552909851074,-0.16291284561157227,average,train,What is this capital of england,510
1639,London,26.6575927734375,12.13003158569336,output,train,What is this capital of england,510
1640,Rouble,-4.728015422821045,3.737194538116455,average,train,What 's russia 's currency,510
1641,Rouble,-40.036800384521484,13.696744918823242,output,train,What 's russia 's currency,510
1642,Pound,0.009427258744835854,3.8485774993896484,average,train,What 's england 's currency,510
1643,Pound,-4.666628837585449,-0.8718483448028564,output,train,What 's england 's currency,510
1644,Moscow,-4.301389694213867,-0.6145219802856445,average,train,What 's russia 's capital,510
1645,Moscow,-11.610403060913086,24.95758056640625,output,train,What 's russia 's capital,510
1646,London,0.43605268001556396,-0.5031390190124512,average,train,What 's england 's capital,510
1647,London,28.816659927368164,13.576080322265625,output,train,What 's england 's capital,510
1648,Rouble,-3.8226089477539062,4.99301815032959,average,dev,What currency is used in russia,510
1649,Rouble,-35.60710144042969,11.5617094039917,output,dev,What currency is used in russia,510
1650,Pound,0.914833664894104,5.104401111602783,average,dev,What currency is used in england,510
1651,Pound,-3.2426652908325195,-1.233520269393921,output,dev,What currency is used in england,510
1652,Moscow,-4.282530784606934,-0.2887094020843506,average,dev,What is the capital and largest city of russia,510
1653,Moscow,-11.590007781982422,23.454486846923828,output,dev,What is the capital and largest city of russia,510
1654,London,0.4549119472503662,-0.17732620239257812,average,dev,What is the capital and largest city of england,510
1655,London,28.340085983276367,12.190226554870605,output,dev,What is the capital and largest city of england,510
1656,Rouble,-3.8471784591674805,4.061124801635742,average,dev,What 's the currency in russia,510
1657,Rouble,-34.694068908691406,11.367995262145996,output,dev,What 's the currency in russia,510
1658,Pound,0.8902639746665955,4.172508239746094,average,dev,What 's the currency in england,510
1659,Pound,-2.501530170440674,-1.3258167505264282,output,dev,What 's the currency in england,510
1660,Moscow,-4.307100296020508,-1.22060227394104,average,dev,What 's the capital of russia,510
1661,Moscow,-8.839183807373047,24.06447410583496,output,dev,What 's the capital of russia,510
1662,London,0.43034231662750244,-1.1092190742492676,average,dev,What 's the capital of england,510
1663,London,30.349775314331055,12.892509460449219,output,dev,What 's the capital of england,510
1664,Rouble,-5.140800476074219,4.0748748779296875,average,train,What is this currency of russia,520
1665,Rouble,-40.10958480834961,13.487093925476074,output,train,What is this currency of russia,520
1666,Pound,-0.3951174020767212,4.186454772949219,average,train,What is this currency of england,520
1667,Pound,-4.695403575897217,-1.0092518329620361,output,train,What is this currency of england,520
1668,Moscow,-4.710471153259277,-0.2811245918273926,average,train,What is this capital of russia,520
1669,Moscow,-13.998771667480469,23.666553497314453,output,train,What is this capital of russia,520
1670,London,0.035211920738220215,-0.16954505443572998,average,train,What is this capital of england,520
1671,London,26.877744674682617,12.224806785583496,output,train,What is this capital of england,520
1672,Rouble,-4.736073017120361,3.7397289276123047,average,train,What 's russia 's currency,520
1673,Rouble,-40.435028076171875,13.781484603881836,output,train,What 's russia 's currency,520
1674,Pound,0.00961034744977951,3.8513083457946777,average,train,What 's england 's currency,520
1675,Pound,-4.744889259338379,-0.8779309988021851,output,train,What 's england 's currency,520
1676,Moscow,-4.30574369430542,-0.6162707805633545,average,train,What 's russia 's capital,520
1677,Moscow,-11.695934295654297,25.10763168334961,output,train,What 's russia 's capital,520
1678,London,0.43993961811065674,-0.5046913623809814,average,train,What 's england 's capital,520
1679,London,29.044261932373047,13.644363403320312,output,train,What 's england 's capital,520
1680,Rouble,-3.833125114440918,4.992666244506836,average,dev,What currency is used in russia,520
1681,Rouble,-36.00501251220703,11.644416809082031,output,dev,What currency is used in russia,520
1682,Pound,0.9125581979751587,5.104245662689209,average,dev,What currency is used in england,520
1683,Pound,-3.327786922454834,-1.234606385231018,output,dev,What currency is used in england,520
1684,Moscow,-4.290992736816406,-0.29444122314453125,average,dev,What is the capital and largest city of russia,520
1685,Moscow,-11.682472229003906,23.624038696289062,output,dev,What is the capital and largest city of russia,520
1686,London,0.4546908140182495,-0.18286168575286865,average,dev,What is the capital and largest city of england,520
1687,London,28.570219039916992,12.274419784545898,output,dev,What is the capital and largest city of england,520
1688,Rouble,-3.8556406497955322,4.062764644622803,average,dev,What 's the currency in russia,520
1689,Rouble,-35.060874938964844,11.442489624023438,output,dev,What 's the currency in russia,520
1690,Pound,0.8900426030158997,4.174344062805176,average,dev,What 's the currency in england,520
1691,Pound,-2.567596435546875,-1.3278354406356812,output,dev,What 's the currency in england,520
1692,Moscow,-4.313508033752441,-1.2243425846099854,average,dev,What 's the capital of russia,520
1693,Moscow,-8.904958724975586,24.221988677978516,output,dev,What 's the capital of russia,520
1694,London,0.43217527866363525,-1.1127630472183228,average,dev,What 's the capital of england,520
1695,London,30.587539672851562,12.965599060058594,output,dev,What 's the capital of england,520
1696,Rouble,-5.152627944946289,4.073182106018066,average,train,What is this currency of russia,530
1697,Rouble,-40.515724182128906,13.574136734008789,output,train,What is this currency of russia,530
1698,Pound,-0.39798223972320557,4.1848320960998535,average,train,What is this currency of england,530
1699,Pound,-4.780751705169678,-1.015059232711792,output,train,What is this currency of england,530
1700,Moscow,-4.719404220581055,-0.28720903396606445,average,train,What is this capital of russia,530
1701,Moscow,-14.101323127746582,23.83074378967285,output,train,What is this capital of russia,530
1702,London,0.03524148464202881,-0.1755589246749878,average,train,What is this capital of england,530
1703,London,27.106170654296875,12.31017780303955,output,train,What is this capital of england,530
1704,Rouble,-4.738653659820557,3.7429423332214355,average,train,What 's russia 's currency,530
1705,Rouble,-40.767818450927734,13.83901596069336,output,train,What 's russia 's currency,530
1706,Pound,0.015991926193237305,3.8545923233032227,average,train,What 's england 's currency,530
1707,Pound,-4.761024475097656,-0.9110584259033203,output,train,What 's england 's currency,530
1708,Moscow,-4.3054304122924805,-0.6174485683441162,average,train,What 's russia 's capital,530
1709,Moscow,-11.734566688537598,25.235492706298828,output,train,What 's russia 's capital,530
1710,London,0.4492155611515045,-0.5057985782623291,average,train,What 's england 's capital,530
1711,London,29.305063247680664,13.698603630065918,output,train,What 's england 's capital,530
1712,Rouble,-3.841714859008789,4.992913246154785,average,dev,What currency is used in russia,530
1713,Rouble,-36.363624572753906,11.709861755371094,output,dev,What currency is used in russia,530
1714,Pound,0.912930965423584,5.104563236236572,average,dev,What currency is used in england,530
1715,Pound,-3.4026567935943604,-1.2374943494796753,output,dev,What currency is used in england,530
1716,Moscow,-4.298306465148926,-0.29955530166625977,average,dev,What is the capital and largest city of russia,530
1717,Moscow,-11.764119148254395,23.778797149658203,output,dev,What is the capital and largest city of russia,530
1718,London,0.45633912086486816,-0.1879051923751831,average,dev,What is the capital and largest city of england,530
1719,London,28.809934616088867,12.34992504119873,output,dev,What is the capital and largest city of england,530
1720,Rouble,-3.8604166507720947,4.0649800300598145,average,dev,What 's the currency in russia,530
1721,Rouble,-35.377166748046875,11.495523452758789,output,dev,What 's the currency in russia,530
1722,Pound,0.8942291140556335,4.176630020141602,average,dev,What 's the currency in england,530
1723,Pound,-2.617654800415039,-1.3325995206832886,output,dev,What 's the currency in england,530
1724,Moscow,-4.3170084953308105,-1.22748863697052,average,dev,What 's the capital of russia,530
1725,Moscow,-8.944029808044434,24.362560272216797,output,dev,What 's the capital of russia,530
1726,London,0.4376373291015625,-1.1158385276794434,average,dev,What 's the capital of england,530
1727,London,30.84502410888672,13.028794288635254,output,dev,What 's the capital of england,530
1728,Rouble,-5.16560173034668,4.07099723815918,average,train,What is this currency of russia,540
1729,Rouble,-40.93603515625,13.671603202819824,output,train,What is this currency of russia,540
1730,Pound,-0.40308237075805664,4.182528495788574,average,train,What is this currency of england,540
1731,Pound,-4.87175178527832,-1.0197465419769287,output,train,What is this currency of england,540
1732,Moscow,-4.7288312911987305,-0.29347753524780273,average,train,What is this capital of russia,540
1733,Moscow,-14.206303596496582,23.998868942260742,output,train,What is this capital of russia,540
1734,London,0.033687591552734375,-0.1819460391998291,average,train,What is this capital of england,540
1735,London,27.32376480102539,12.40168571472168,output,train,What is this capital of england,540
1736,Rouble,-4.746097087860107,3.7450523376464844,average,train,What 's russia 's currency,540
1737,Rouble,-41.14280319213867,13.918596267700195,output,train,What 's russia 's currency,540
1738,Pound,0.016422025859355927,3.856584072113037,average,train,What 's england 's currency,540
1739,Pound,-4.833077907562256,-0.9182595014572144,output,train,What 's england 's currency,540
1740,Moscow,-4.309327125549316,-0.619422435760498,average,train,What 's russia 's capital,540
1741,Moscow,-11.806641578674316,25.377704620361328,output,train,What 's russia 's capital,540
1742,London,0.45319196581840515,-0.5078909397125244,average,train,What 's england 's capital,540
1743,London,29.53617286682129,13.76711368560791,output,train,What 's england 's capital,540
1744,Rouble,-3.851602554321289,4.992708206176758,average,dev,What currency is used in russia,540
1745,Rouble,-36.740482330322266,11.787616729736328,output,dev,What currency is used in russia,540
1746,Pound,0.9109165668487549,5.104239463806152,average,dev,What currency is used in england,540
1747,Pound,-3.4839582443237305,-1.239208459854126,output,dev,What currency is used in england,540
1748,Moscow,-4.3061909675598145,-0.30483412742614746,average,dev,What is the capital and largest city of russia,540
1749,Moscow,-11.84973430633545,23.937583923339844,output,dev,What is the capital and largest city of russia,540
1750,London,0.4563281536102295,-0.19330263137817383,average,dev,What is the capital and largest city of england,540
1751,London,29.03774642944336,12.4315824508667,output,dev,What is the capital and largest city of england,540
1752,Rouble,-3.8683106899261475,4.066427230834961,average,dev,What 's the currency in russia,540
1753,Rouble,-35.723670959472656,11.565450668334961,output,dev,What 's the currency in russia,540
1754,Pound,0.8942084312438965,4.1779584884643555,average,dev,What 's the currency in england,540
1755,Pound,-2.680208683013916,-1.3350646495819092,output,dev,What 's the currency in england,540
1756,Moscow,-4.322898864746094,-1.2311148643493652,average,dev,What 's the capital of russia,540
1757,Moscow,-9.000779151916504,24.511024475097656,output,dev,What 's the capital of russia,540
1758,London,0.4396200180053711,-1.1195833683013916,average,dev,What 's the capital of england,540
1759,London,31.08295249938965,13.10088062286377,output,dev,What 's the capital of england,540
1760,Rouble,-5.178511619567871,4.069465160369873,average,train,What is this currency of russia,550
1761,Rouble,-41.34880065917969,13.767369270324707,output,train,What is this currency of russia,550
1762,Pound,-0.40838325023651123,4.180710315704346,average,train,What is this currency of england,550
1763,Pound,-4.9630126953125,-1.0243213176727295,output,train,What is this currency of england,550
1764,Moscow,-4.738350868225098,-0.29905688762664795,average,train,What is this capital of russia,550
1765,Moscow,-14.326269149780273,24.15915298461914,output,train,What is this capital of russia,550
1766,London,0.03177750110626221,-0.1878117322921753,average,train,What is this capital of england,550
1767,London,27.531261444091797,12.490182876586914,output,train,What is this capital of england,550
1768,Rouble,-4.7539286613464355,3.747375011444092,average,train,What 's russia 's currency,550
1769,Rouble,-41.51356506347656,13.997992515563965,output,train,What 's russia 's currency,550
1770,Pound,0.016199640929698944,3.8586201667785645,average,train,What 's england 's currency,550
1771,Pound,-4.909173965454102,-0.9235075116157532,output,train,What 's england 's currency,550
1772,Moscow,-4.31376838684082,-0.6211469173431396,average,train,What 's russia 's capital,550
1773,Moscow,-11.892972946166992,25.515426635742188,output,train,What 's russia 's capital,550
1774,London,0.4563603103160858,-0.509901762008667,average,train,What 's england 's capital,550
1775,London,29.7591495513916,13.835646629333496,output,train,What 's england 's capital,550
1776,Rouble,-3.8614513874053955,4.9929070472717285,average,dev,What currency is used in russia,550
1777,Rouble,-37.11048126220703,11.863887786865234,output,dev,What currency is used in russia,550
1778,Pound,0.9086771011352539,5.104152202606201,average,dev,What currency is used in england,550
1779,Pound,-3.565556049346924,-1.240873098373413,output,dev,What currency is used in england,550
1780,Moscow,-4.31417989730835,-0.3095477819442749,average,dev,What is the capital and largest city of russia,550
1781,Moscow,-11.949193954467773,24.089305877685547,output,dev,What is the capital and largest city of russia,550
1782,London,0.4559485912322998,-0.19830262660980225,average,dev,What is the capital and largest city of england,550
1783,London,29.2567138671875,12.51098918914795,output,dev,What is the capital and largest city of england,550
1784,Rouble,-3.8763856887817383,4.068120956420898,average,dev,What 's the currency in russia,550
1785,Rouble,-36.065059661865234,11.634679794311523,output,dev,What 's the currency in russia,550
1786,Pound,0.8937429189682007,4.179366111755371,average,dev,What 's the currency in england,550
1787,Pound,-2.7437074184417725,-1.3373242616653442,output,dev,What 's the currency in england,550
1788,Moscow,-4.329113960266113,-1.234333872795105,average,dev,What 's the capital of russia,550
1789,Moscow,-9.071283340454102,24.6540584564209,output,dev,What 's the capital of russia,550
1790,London,0.4410144090652466,-1.1230887174606323,average,dev,What 's the capital of england,550
1791,London,31.312776565551758,13.172191619873047,output,dev,What 's the capital of england,550
1792,Rouble,-5.19091796875,4.067741870880127,average,train,What is this currency of russia,560
1793,Rouble,-41.75022506713867,13.8602933883667,output,train,What is this currency of russia,560
1794,Pound,-0.41332805156707764,4.17864990234375,average,train,What is this currency of england,560
1795,Pound,-5.051465034484863,-1.0292996168136597,output,train,What is this currency of england,560
1796,Moscow,-4.747400760650635,-0.30469810962677,average,train,What is this capital of russia,560
1797,Moscow,-14.433381080627441,24.317014694213867,output,train,What is this capital of russia,560
1798,London,0.03018927574157715,-0.19378983974456787,average,train,What is this capital of england,560
1799,London,27.740339279174805,12.578352928161621,output,train,What is this capital of england,560
1800,Rouble,-4.7612152099609375,3.7493643760681152,average,train,What 's russia 's currency,560
1801,Rouble,-41.872108459472656,14.074295043945312,output,train,What 's russia 's currency,560
1802,Pound,0.01637452468276024,3.8602724075317383,average,train,What 's england 's currency,560
1803,Pound,-4.980330944061279,-0.9301045536994934,output,train,What 's england 's currency,560
1804,Moscow,-4.317698001861572,-0.6230752468109131,average,train,What 's russia 's capital,560
1805,Moscow,-11.964856147766113,25.650867462158203,output,train,What 's russia 's capital,560
1806,London,0.45989179611206055,-0.51216721534729,average,train,What 's england 's capital,560
1807,London,29.984798431396484,13.903970718383789,output,train,What 's england 's capital,560
1808,Rouble,-3.8709168434143066,4.992939472198486,average,dev,What currency is used in russia,560
1809,Rouble,-37.47053146362305,11.937726974487305,output,dev,What currency is used in russia,560
1810,Pound,0.9066729545593262,5.103847503662109,average,dev,What currency is used in england,560
1811,Pound,-3.644956588745117,-1.242908239364624,output,dev,What currency is used in england,560
1812,Moscow,-4.321759223937988,-0.314311146736145,average,dev,What is the capital and largest city of russia,560
1813,Moscow,-12.036831855773926,24.238611221313477,output,dev,What is the capital and largest city of russia,560
1814,London,0.45583081245422363,-0.20340287685394287,average,dev,What is the capital and largest city of england,560
1815,London,29.476491928100586,12.590034484863281,output,dev,What is the capital and largest city of england,560
1816,Rouble,-3.884026527404785,4.069571018218994,average,dev,What 's the currency in russia,560
1817,Rouble,-36.396324157714844,11.70138931274414,output,dev,What 's the currency in russia,560
1818,Pound,0.8935633897781372,4.180479049682617,average,dev,What 's the currency in england,560
1819,Pound,-2.8050098419189453,-1.3399078845977783,output,dev,What 's the currency in england,560
1820,Moscow,-4.334868431091309,-1.2376798391342163,average,dev,What 's the capital of russia,560
1821,Moscow,-9.129630088806152,24.79469108581543,output,dev,What 's the capital of russia,560
1822,London,0.44272124767303467,-1.1267715692520142,average,dev,What 's the capital of england,560
1823,London,31.54373550415039,13.243112564086914,output,dev,What 's the capital of england,560
1824,Rouble,-5.203220367431641,4.066646575927734,average,train,What is this currency of russia,570
1825,Rouble,-42.14427185058594,13.951287269592285,output,train,What is this currency of russia,570
1826,Pound,-0.41832101345062256,4.177063941955566,average,train,What is this currency of england,570
1827,Pound,-5.139615058898926,-1.0342919826507568,output,train,What is this currency of england,570
1828,Moscow,-4.756380081176758,-0.30970990657806396,average,train,What is this capital of russia,570
1829,Moscow,-14.55052375793457,24.46624755859375,output,train,What is this capital of russia,570
1830,London,0.028519630432128906,-0.19929218292236328,average,train,What is this capital of england,570
1831,London,27.940715789794922,12.662972450256348,output,train,What is this capital of england,570
1832,Rouble,-4.768413543701172,3.7515151500701904,average,train,What 's russia 's currency,570
1833,Rouble,-42.222938537597656,14.148773193359375,output,train,What 's russia 's currency,570
1834,Pound,0.01648617535829544,3.8619329929351807,average,train,What 's england 's currency,570
1835,Pound,-5.050649642944336,-0.9366796016693115,output,train,What 's england 's currency,570
1836,Moscow,-4.321572780609131,-0.6248412132263184,average,train,What 's russia 's capital,570
1837,Moscow,-12.04151725769043,25.779991149902344,output,train,What 's russia 's capital,570
1838,London,0.46332690119743347,-0.5144233703613281,average,train,What 's england 's capital,570
1839,London,30.206457138061523,13.971033096313477,output,train,What 's england 's capital,570
1840,Rouble,-3.8802847862243652,4.993358612060547,average,dev,What currency is used in russia,570
1841,Rouble,-37.82365798950195,12.009806632995605,output,dev,What currency is used in russia,570
1842,Pound,0.9046147465705872,5.103776454925537,average,dev,What currency is used in england,570
1843,Pound,-3.723973512649536,-1.2450283765792847,output,dev,What currency is used in england,570
1844,Moscow,-4.329270839691162,-0.3185657262802124,average,dev,What is the capital and largest city of russia,570
1845,Moscow,-12.133167266845703,24.380016326904297,output,dev,What is the capital and largest city of russia,570
1846,London,0.4556286334991455,-0.20814800262451172,average,dev,What is the capital and largest city of england,570
1847,London,29.688846588134766,12.66625690460205,output,dev,What is the capital and largest city of england,570
1848,Rouble,-3.891575813293457,4.071234703063965,average,dev,What 's the currency in russia,570
1849,Rouble,-36.720821380615234,11.766467094421387,output,dev,What 's the currency in russia,570
1850,Pound,0.8933238387107849,4.181652069091797,average,dev,What 's the currency in england,570
1851,Pound,-2.865914821624756,-1.342530369758606,output,dev,What 's the currency in england,570
1852,Moscow,-4.340561866760254,-1.2406898736953735,average,dev,What 's the capital of russia,570
1853,Moscow,-9.194538116455078,24.9285888671875,output,dev,What 's the capital of russia,570
1854,London,0.44433772563934326,-1.1302721500396729,average,dev,What 's the capital of england,570
1855,London,31.769420623779297,13.312334060668945,output,dev,What 's the capital of england,570
1856,Rouble,-5.2148871421813965,4.06467342376709,average,train,What is this currency of russia,580
1857,Rouble,-42.52678680419922,14.03943157196045,output,train,What is this currency of russia,580
1858,Pound,-0.4229675531387329,4.174713134765625,average,train,What is this currency of england,580
1859,Pound,-5.2247209548950195,-1.0397050380706787,output,train,What is this currency of england,580
1860,Moscow,-4.764901161193848,-0.3153395652770996,average,train,What is this capital of russia,580
1861,Moscow,-14.644362449645996,24.620323181152344,output,train,What is this capital of russia,580
1862,London,0.027018427848815918,-0.205299973487854,average,train,What is this capital of england,580
1863,London,28.14726448059082,12.750368118286133,output,train,What is this capital of england,580
1864,Rouble,-4.775479793548584,3.7531352043151855,average,train,What 's russia 's currency,580
1865,Rouble,-42.56610107421875,14.221770286560059,output,train,What 's russia 's currency,580
1866,Pound,0.016439631581306458,3.8631749153137207,average,train,What 's england 's currency,580
1867,Pound,-5.121082782745361,-0.9426772594451904,output,train,What 's england 's currency,580
1868,Moscow,-4.325493812561035,-0.6268777847290039,average,train,What 's russia 's capital,580
1869,Moscow,-12.1045503616333,25.912899017333984,output,train,What 's russia 's capital,580
1870,London,0.46642565727233887,-0.5168380737304688,average,train,What 's england 's capital,580
1871,London,30.42683982849121,14.03936767578125,output,train,What 's england 's capital,580
1872,Rouble,-3.8892178535461426,4.993165969848633,average,dev,What currency is used in russia,580
1873,Rouble,-38.1673698425293,12.079620361328125,output,dev,What currency is used in russia,580
1874,Pound,0.902701735496521,5.103205680847168,average,dev,What currency is used in england,580
1875,Pound,-3.801161766052246,-1.2474421262741089,output,dev,What currency is used in england,580
1876,Moscow,-4.336425304412842,-0.3233051300048828,average,dev,What is the capital and largest city of russia,580
1877,Moscow,-12.209473609924316,24.525596618652344,output,dev,What is the capital and largest city of russia,580
1878,London,0.4554942846298218,-0.2132655382156372,average,dev,What is the capital and largest city of england,580
1879,London,29.90476417541504,12.744490623474121,output,dev,What is the capital and largest city of england,580
1880,Rouble,-3.8988921642303467,4.072393417358398,average,dev,What 's the currency in russia,580
1881,Rouble,-37.03761672973633,11.829907417297363,output,dev,What 's the currency in russia,580
1882,Pound,0.8930274248123169,4.182433128356934,average,dev,What 's the currency in england,580
1883,Pound,-2.925936698913574,-1.3452577590942383,output,dev,What 's the currency in england,580
1884,Moscow,-4.346099853515625,-1.2440779209136963,average,dev,What 's the capital of russia,580
1885,Moscow,-9.244231224060059,25.066007614135742,output,dev,What 's the capital of russia,580
1886,London,0.4458199739456177,-1.1340383291244507,average,dev,What 's the capital of england,580
1887,London,31.994781494140625,13.382715225219727,output,dev,What 's the capital of england,580
1888,Rouble,-5.226470470428467,4.063345909118652,average,train,What is this currency of russia,590
1889,Rouble,-42.90266418457031,14.125711441040039,output,train,What is this currency of russia,590
1890,Pound,-0.4276268482208252,4.172863483428955,average,train,What is this currency of england,590
1891,Pound,-5.309460639953613,-1.045156478881836,output,train,What is this currency of england,590
1892,Moscow,-4.773311614990234,-0.32034754753112793,average,train,What is this capital of russia,590
1893,Moscow,-14.747090339660645,24.765390396118164,output,train,What is this capital of russia,590
1894,London,0.025531888008117676,-0.21083033084869385,average,train,What is this capital of england,590
1895,London,28.345216751098633,12.833876609802246,output,train,What is this capital of england,590
1896,Rouble,-4.782279968261719,3.754920482635498,average,train,What 's russia 's currency,590
1897,Rouble,-42.900634765625,14.292372703552246,output,train,What 's russia 's currency,590
1898,Pound,0.016564056277275085,3.8644375801086426,average,train,What 's england 's currency,590
1899,Pound,-5.188799858093262,-0.9494127631187439,output,train,What 's england 's currency,590
1900,Moscow,-4.329121112823486,-0.6287732124328613,average,train,What 's russia 's capital,590
1901,Moscow,-12.169112205505371,26.038644790649414,output,train,What 's russia 's capital,590
